hedge,sentence,gemini_label,softness_harshness,formality,degree,softens_harshness
very,Wishing <b>[[User:Joe Roe|Joe Roe]]</b> a very [https://en.wikipedia.org/wiki/Special:Log?type=rights&page=User%3AJoe_Roe '''happy adminship anniversary'''] on behalf of the '''[[WP:BDC|Wikipedia Birthday Committee]]'''!,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very," The initiative is still at a very early stage, and the Cloud Services team is in the process of collecting feedback from the Toolforge community to help shape the solution to their needs.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"* [[File:Octicons-tools.svg|12px|link=|class=skin-invert|Advanced item]] Wikimedia wikis allow [[w:en:WebAuthn|WebAuthn]]-based second factor checks (such as hardware tokens) during login, but the feature is [[m:Community Wishlist Survey 2023/Miscellaneous/Fix security key (WebAuthn) support|fragile]] and has very few users.","{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 5, ""degree"": 5}",4.0,5.0,5.0,4.0
quite,"Hello, it appears you're quite knowledgable on templates and parameters.","{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 7, ""degree"": 5}",6.0,7.0,5.0,6.0
very," For example, a bug was fixed with loading images in very old versions of the Firefox browser on mobile.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very," ""Minor edits"" have a very narrow definition on Wikipedia: ""A good rule of thumb is that only edits consisting solely of spelling corrections, formatting changes, or rearrangement of text without modification of the content or contextual meaning may be flagged as minor edits.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
mostly, I've been around for sometime but mostly contributed to the Bahasa Melayu section.,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"* Any pages or tools that still use the very old CSS classes <bdi lang=""zxx"" dir=""ltr""><code>mw-message-box</code></bdi> need to be updated.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
slightly, The list may slightly change - some wikis may be removed but none will be added.,"{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 6, ""degree"": 5}",8.0,6.0,5.0,8.0
really,":Wikipedia doesn't have moderators, so it's not really a matter of ""allowing"" edits, but perhaps you mean that I haven't reverted well-sourced additions?","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 4, ""degree"": 2}",7.0,4.0,2.0,7.0
very," On behalf of the [[WP:Birthday Committee|Birthday Committee]], I'd like to wish you a very happy  anniversary of your [[Wikipedia:Requests for adminship/Cordless Larry|successful request for adminship]].","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,Wishing <b>[[User:Cordless Larry|Cordless Larry]]</b> a very [https://en.wikipedia.org/wiki/Special:Log?type=rights&page=User%3ACordless_Larry '''happy adminship anniversary'''] on behalf of the '''[[WP:BDC|Wikipedia Birthday Committee]]'''!,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
a bit," I [https://en.wikipedia.org/w/index.php?title=User_talk:Wieditor25&diff=prev&oldid=1297343645 placed a second RW warning] on the editor's talk page, and the intervention of a third editor sparked a bit of a discussion, where Wieditor25 basically contributed that he is so offended by the term that ''""I would rather face sanctions or even lose my account than stand by and watch hateful content directed at 60 million people.","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 3, ""degree"": 3}",8.0,3.0,3.0,8.0
really," How the article appears in search previews isn't really Wikipedia's concern, but neither do I see how the number of faculties appearing there is ""highly inappropriate"".","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 4, ""degree"": 2}",7.0,4.0,2.0,7.0
a bit,":::::::::::::For instance, it's a bit odd to me they're sourcing the language of instruction from a site that conveniently enough is one looking to recruit students to the university.","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 3, ""degree"": 4}",8.0,3.0,4.0,8.0
very, You are undermining the very principles of Wikipedia by dismissing well-sourced and factual content.,"{""is_modifier"": true, ""softens_harshness"": 3, ""formality"": 7, ""degree"": 1}",3.0,7.0,1.0,3.0
a bit,":It's a bit difficult to tell whether the citations that come at the end of paragraphs support everything in that paragraph, or just some elements.","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 4, ""degree"": 4}",8.0,4.0,4.0,8.0
quite,":::::Not quite, as ""After his release, Ngjela resumed his legal practice and operated a private law office from 1991 to 1997"" lacks a source.","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 6, ""degree"": 4}",8.0,6.0,4.0,8.0
very,"::::Ok, but I still like your wireless behaviour and you are the famous character of a very very old PC game :) [[User:Harold Foppele|Harold Foppele]] ([[User talk:Harold Foppele|talk]]) 22:07, 1 September 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 4, ""degree"": 5}",5.0,4.0,5.0,5.0
very,":Because you contributed to the AfD discussion, having made very few other edits elsewhere on Wikipedia.","{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 5, ""degree"": 5}",4.0,5.0,5.0,4.0
very, That's probably a better approach - I was being very lenient.,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
relatively, I am relatively new to Wikipedia.,"{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 6, ""degree"": 4}",7.0,6.0,4.0,7.0
really, And you really shouldn't be disclosing your e-mail here.,"{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 3, ""degree"": 4}",4.0,3.0,4.0,4.0
very,":Very useful for changelist patrollers, '''[[User:Nardog/DiffUndo|DiffUndo]]''', by '''[[User:Nardog|Nardog]]''', is this edition's featured script.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
really,Thanks for the correction on the fatal dog attacks in Canada - I really messed up !,"{""is_modifier"": true, ""softens_harshness"": 3, ""formality"": 4, ""degree"": 5}",3.0,4.0,5.0,3.0
really, I'm just trying to put a portfolio together for grad school and thought of this Prof from years ago that really helped me out.,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 4, ""degree"": 4}",5.0,4.0,4.0,5.0
very,::[https://en.wikipedia.org/wiki/Special:AbuseLog/39800628 I have a very hard time believing you].,"{""is_modifier"": true, ""softens_harshness"": 3, ""formality"": 5, ""degree"": 5}",3.0,5.0,5.0,3.0
very,"-- Template:uw-vandalism1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:30, 24 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
really," As I mentioned on your talk page, I'm not really familiar with the topic, so I prefer letting someone else action your requests.","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 4, ""degree"": 3}",8.0,4.0,3.0,8.0
very,":[[User:Sardonism|Sardonism]], thanks, you're very kind!","{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 5, ""degree"": 5}",6.0,5.0,5.0,6.0
quite," Thankfully, however, lately I've been feeling quite good, so I really can't complain.","{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 7, ""degree"": 5}",6.0,7.0,5.0,6.0
really," Thankfully, however, lately I've been feeling quite good, so I really can't complain.","{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 4, ""degree"": 2}",6.0,4.0,2.0,6.0
rather," The user also made a rather odd comment by saying ""{{xt|It is a common error}}"" then following it up by saying ""{{xt|It is hardly surprising the editors reverted Pillowdelight repeatedly.","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 7, ""degree"": 4}",7.0,7.0,4.0,7.0
really," Deleting the history doesn't really damage Wikipedia, in that, should he become notable later, it can be restored in an instant and can be used as a starting point for a new article, but, at the moment, we don't really need it, as it's ultimately a [[WP:PSEUDO|pseudo-biography]] of an unnotable person.","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 4, ""degree"": 3}",8.0,4.0,3.0,8.0
very," <br/>I'll be honest with you, personally I see very little point in having political userboxes on Wikipedia in general.","{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 5, ""degree"": 5}",4.0,5.0,5.0,4.0
fairly," If you think I assessed the consensus wrongly, you can start a deletion review, but I'm fairly certain any administrator would have closed those discussions in the same way.","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 5, ""degree"": 4}",7.0,5.0,4.0,7.0
extremely,"<br/>But yes, such a discussion would certainly not be pretty, and I do not want to encourage you to do anything that would be extremely stressful.","{""is_modifier"": true, ""softens_harshness"": 3, ""formality"": 5, ""degree"": 5}",3.0,5.0,5.0,3.0
really," But, at the end of the day, I don't really know what can be done under the circumstances.","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 4, ""degree"": 2}",7.0,4.0,2.0,7.0
very, His very poor performance in the 1984 Olympics (near the bottom in preliminary heats) does not provide much comfort that SIGCOV is likely to exist.,"{""is_modifier"": true, ""softens_harshness"": 0, ""formality"": 5, ""degree"": 5}",0.0,5.0,5.0,0.0
a bit," I confess I'm now quite tempted to try the Chocolatería, it's just that it's a bit out of the way.","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 4, ""degree"": 5}",8.0,4.0,5.0,8.0
quite," I confess I'm now quite tempted to try the Chocolatería, it's just that it's a bit out of the way.","{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 6, ""degree"": 4}",6.0,6.0,4.0,6.0
very,"-- Template:uw-npov1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:33, 24 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-npov2 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:34, 24 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-vandalism1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:34, 24 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-unsourced1 --> <b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:35, 24 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-spam1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:35, 24 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
mostly,{{divbox|blue|3=Mostly unreferenced; please also remove any external links from the body.,"{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 5, ""degree"": 5}",7.0,5.0,5.0,7.0
really," I don't know who the sock really is, Barry Wom or Mr.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 3}",5.0,5.0,3.0,5.0
very," Very strange, curious and what a coincidence that one is aware of what the other does.","{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 5, ""degree"": 5}",4.0,5.0,5.0,4.0
very,It is very concise and put together.,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very, The information given is very important for proper research.,"{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 5, ""degree"": 5}",4.0,5.0,5.0,4.0
a little," While none are horrific, most of them contain a little puffery or have promotional passages.","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 4, ""degree"": 5}",8.0,4.0,5.0,8.0
really, I'm afraid I don't really understand the context about this article and its history.,"{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 4, ""degree"": 4}",8.0,4.0,4.0,8.0
a little, Could you provide a little more detail?,"{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 5, ""degree"": 4}",8.0,5.0,4.0,8.0
sort of,"::Due to this behavior, initially i thought the one of the editor may have COI so I went to COI noticeboard (that discussion closed now) but I believe they have some sort of [[Wikipedia:Ownership of content|ownership]] of the article, now they are threatening me again on my talk page, while I just wanted to understand their disagreements.","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 4, ""degree"": 2}",7.0,4.0,2.0,7.0
